The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
松山區,房地(土地+建物),臺北市松山區南京東路５段239號8樓之27,3.64,其他,,,1080918,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980331,45.22,1,1,1,有,有,10400000,229987,,0,0,,RPTQMLRLJIOFFDA68CA,26.82,0,3.1,,
信義區,房地(土地+建物),臺北市信義區虎林街50巷21號,31.25,住,,,1081004,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660916,88.49,3,2,2,有,無,19500000,220364,,0,0,含增建或未登記建物。；,RPPOMLNKJIOFFDA57CA,76.9,11.59,0,,
信義區,房地(土地+建物),臺北市信義區和平東路三段３９１巷８弄１８之１號三樓,18.25,住,,,1081101,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,45.84,1,1,1,有,無,7000000,152705,,0,0,,RPSQMLMKJIOFFDA97CA,45.84,0,0,,
松山區,房地(土地+建物),臺北市松山區八德路二段４１０巷９２號三樓,31.67,住,,,1081012,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761203,141.97,4,2,2,有,無,29000000,204269,,0,0,含增建或未登記建物。；,RPUQMLOKJIOFFDA38CA,112.97,3.36,12.12,,
松山區,房地(土地+建物),臺北市松山區復興北路４９９巷１號三樓,41,住,,,1081029,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610315,118.42,3,2,1,有,無,18000000,152001,,0,0,陽台外推,RPWOMLPKJIOFFDA48CA,118.42,0,0,,
中山區,房地(土地+建物),臺北市中山區雙城街１８巷９號七樓之３,4.96,商,,,1081021,土地1建物1車位0,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951031,41.86,0,0,1,有,有,8150000,194697,,0,0,,RPPOMLLLJIOFFCA37CA,24.27,2.5,1.84,,
內湖區,房地(土地+建物),臺北市內湖區內湖路三段１９１巷１１號五樓,14.35,住,,,1081029,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700128,53.47,3,2,2,有,無,5595000,104638,,0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPSNMLQKJIOFFCA97CA,43.15,0,10.32,,
中山區,房地(土地+建物),臺北市中山區中山北路二段１８３號四樓之２,7.67,商,,,1080903,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1080604,91.03,2,2,1,有,有,30580000,335933,,0,0,,RPWPMLNKJIOFFCA28CA,52.57,4.3,4.62,,
萬華區,房地(土地+建物),臺北市萬華區昆明街111號11樓之1,0.4,商,,,1080915,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,920122,34.18,1,1,1,有,有,4900000,143359,,0,0,,RPWOMLSKJIOFFBA58CA,17.6,0.66,0,,
中正區,房地(土地+建物),臺北市中正區重慶南路一段６３號十樓之３,3.09,商,,,1081016,土地9建物1車位0,十層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,640730,24.83,0,1,1,有,有,4980000,200564,,0,0,,RPUPMLSKJIOFFBA48CA,18.11,0,0,,
中正區,房地(土地+建物),臺北市中正區金山南路一段５３巷６號二樓,45.25,住,,,1081023,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,137.31,3,2,2,有,無,30880000,224893,,0,0,,RPUNMLNKJIOFFBA77CA,137.31,0,0,,
文山區,房地(土地+建物),臺北市文山區景豐街50號5樓之5,18.22,住,,,1081006,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831227,76.9,3,1,1,有,有,12900000,167750,,0,0,含增建或未登記建物。；,RPPOMLNKJIOFFAA27CA,46.55,1.2,5.61,,
文山區,房地(土地+建物),臺北市文山區木柵路四段139號5樓之2,45.35,其他,,,1080929,土地2建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214,149.9,4,2,2,有,有,25500000,170113,,0,0,,RPQOMLNKJIOFFAA37CA,90.81,6.99,7.03,,
中正區,房地(土地+建物),臺北市中正區和平西路一段19號七樓之1,5.72,商,,,1081018,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080425,57.86,1,1,1,有,有,17300000,298998,,0,0,,RPVPMLKLJIOFFAA77CA,31.44,2.39,2.88,,
中正區,房地(土地+建物),臺北市中正區和平西路一段17號八樓之1,5.94,商,,,1081018,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080425,60.65,2,1,1,有,有,18280000,301401,,0,0,,RPWPMLKLJIOFFAA87CA,32.36,3.24,3.16,,
中正區,房地(土地+建物),臺北市中正區和平西路一段17號九樓之2,6.89,商,,,1081018,土地2建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080425,69.9,2,1,1,有,有,19800000,283262,,0,0,,RPXPMLKLJIOFFAA97CA,38.22,3.21,3.09,,
中正區,房地(土地+建物),臺北市中正區和平西路一段19號十三樓之1,5.72,商,,,1081014,土地2建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080425,57.61,1,1,1,有,有,16350000,283805,,0,0,,RPOQMLKLJIOFFAA17CA,31.44,2.39,2.88,,
中正區,房地(土地+建物),臺北市中正區汀州路二段６巷５號,19.6,住,,,1080902,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700617,59.41,2,1,2,有,無,6550000,110251,,0,0,親友、員工或其他特殊關係間之交易。；含增建或未登記建物。；,RPTPMLPLJIOFFAA08CA,55.75,3.66,0,,
中正區,房地(土地+建物),臺北市中正區汀州路二段６巷５號二樓,19.6,住,,,1080902,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700617,63.97,4,0,4,有,無,6500000,101610,,0,0,親友、員工或其他特殊關係間之交易。；,RPUPMLPLJIOFFAA18CA,55.75,0,8.22,,
文山區,房地(土地+建物),臺北市文山區興隆路二段244巷37弄1號5樓,29.82,住,,,1081006,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711102,110.74,3,2,2,有,無,11800000,106556,,0,0,含增建或未登記建物。；,RPSOMLTKJIOFFAA18CA,89.77,0,12.05,,
中正區,房地(土地+建物),臺北市中正區金門街４４巷６弄３號五樓之１,24.85,住,,,1081009,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080129,97.74,2,2,1,有,無,21300000,217925,,0,0,,RPRNMLPKJIOFFAA57CA,52.05,7.22,3.38,,
文山區,房地(土地+建物),臺北市文山區興隆路一段７０巷１１弄１２號二樓,16.96,住,,,1081010,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,48.73,1,1,1,有,無,8600000,176483,,0,0,,RPPOMLNJKIOFFAA27CA,48.73,0,0,,
文山區,房地(土地+建物),臺北市文山區興隆路二段１３０巷３１號三樓,20.75,住,,,1081105,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580322,46.32,3,2,2,有,無,6000000,129534,,0,0,,RPWPMLKKKIOFFAA87CA,46.32,0,0,,
文山區,房地(土地+建物),臺北市文山區恆光街51巷10號2樓,37.67,住,,,1080912,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,810904,129.16,4,2,2,有,有,15800000,122329,,0,0,,RPPOMLMKKIOFFAA27CA,103.97,5.06,11.97,,
中正區,房地(土地+建物),臺北市中正區重慶南路一段43號10樓,6.35,商,,,1081001,土地1建物1車位0,十層,十二層,辦公商業大樓,住家用,鋼筋混凝土造,750805,60.47,0,1,1,有,有,9800000,162064,,0,0,含增建或未登記建物。；,RPXOMLNKJIOFFBA18CA,44.37,0,3.87,,
萬華區,房地(土地+建物),臺北市萬華區成都路108號7樓之2,5.57,商,,,1081013,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,841218,53.36,2,1,1,有,有,7200000,134933,,0,0,含增建或未登記建物。；,RPOPMLNKJIOFFBA37CA,33.99,0,7.81,,
大同區,房地(土地+建物),臺北市大同區大龍街102號2樓之3,10.18,商,,,1080826,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,36.61,2,0,1,有,無,4900000,133843,,0,0,含增建或未登記建物。；,RPVNMLOKJIOFFBA97CA,30.37,0,0,,
大同區,房地(土地+建物),臺北市大同區南京西路18巷6號5樓之2,7.39,商,,,1081012,土地1建物1車位0,五層,九層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1001129,40.6,1,1,1,有,有,12160000,299507,,0,0,含增建或未登記建物。；,RPPPMLOKJIOFFBA57CA,22.22,0,4.23,,
萬華區,房地(土地+建物),臺北市萬華區水源路205之3號6樓,37.05,住,,,1081013,土地2建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861023,210.88,3,2,2,有,有,21580000,102333,,0,0,陽台外推,RPQPMLOKJIOFFBA67CA,109.87,0,15.49,,
萬華區,房地(土地+建物),臺北市萬華區環河南路二段２５０巷２８弄３４號,48.62,住,,,1080930,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730601,216.46,4,3,1,有,無,22400000,103483,,0,0,,RPPNMLQKJIOFFBA57CA,89.46,93.59,0,,
萬華區,房地(土地+建物),臺北市萬華區昆明街２６４號四樓,12.8,商,,,1080820,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,651022,52.98,2,1,1,有,無,7200000,135900,,0,0,土地及建物分次登記案件。前案土地登記收件字號：；,RPWNMLLLJIOFFBA87CA,52.98,0,0,,
萬華區,房地(土地+建物),臺北市萬華區漢口街二段５３巷２４號,45.33,商,,,1081021,土地1建物1車位0,全,三層,透天厝,,加強磚造,,99.24,6,2,3,有,無,15000000,151149,,0,0,親友、員工或其他特殊關係間之交易。；,RPQPMLKLJIOFFBA37CA,99.24,0,0,,
大同區,房地(土地+建物),臺北市大同區延平北路二段１４４巷９號,43,商,,,1081007,土地1建物1車位0,全,四層,透天厝,見使用執照,見使用執照,580807,130.7,0,0,0,無,無,19550000,149579,,0,0,,RPQOMLKMKIOFFBA47CA,122.06,0,8.64,,
中山區,房地(土地+建物),臺北市中山區中山北路二段59巷2號5樓之10,6,商,,,1080926,土地4建物1車位0,五層,六層,套房(1房1廳1衛),商業用,鋼筋混凝土造,670321,27.56,1,0,1,有,無,5500000,199565,,0,0,含增建或未登記建物。；,RPXQMLNKJIOFFCA48CA,27.56,0,0,,
中山區,房地(土地+建物),臺北市中山區農安街２２７巷９弄２２號四樓,30.25,住,,,1080926,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750124,113.94,3,2,1,有,無,13000000,114095,,0,0,親友、員工或其他特殊關係間之交易。；,RPVNMLSKJIOFFCA48CA,95.57,0,9.99,,
中山區,房地(土地+建物),臺北市中山區中山北路一段83巷5號9樓之23,7.87,商,,,1080921,土地1建物1車位0,九層,九層,辦公商業大樓,商業用,鋼筋混凝土造,670116,70.04,2,1,1,有,有,11280000,161051,,0,0,含增建或未登記建物。；,RPROMLOKJIOFFCA77CA,47.78,0,7.22,,
中山區,房地(土地+建物),臺北市中山區農安街77巷9弄48號二樓,25.33,住,,,1081005,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,571221,58.78,2,1,1,有,無,8300000,141204,,0,0,,RPPNMLLLJIOFFCA27CA,48.44,10.34,0,,
中山區,房地(土地+建物),臺北市中山區松江路４２號三樓之２,5.91,商,,,1080926,土地1建物1車位0,三層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,670823,36.13,1,1,1,有,有,6460000,178799,,0,0,,RPUOMLTLJIOFFCA68CA,32.33,0,3.8,,
松山區,房地(土地+建物),臺北市松山區南京東路四段１０３號五樓,12.87,商,,,1080928,土地1建物1車位0,五層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,760119,131.33,0,0,0,無,有,27330000,208102,,0,0,陽台外推,RPVOMLMLJIOFFDA18CA,98.01,0,8.24,,
松山區,房地(土地+建物),臺北市松山區八德路二段４４１號三樓,11.84,商,,,1081009,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,700907,114.76,1,2,1,有,有,21000000,182991,,0,0,,RPPNMLQKJIOFFDA77CA,93.47,0,0,,
松山區,房地(土地+建物),臺北市松山區八德路二段348號13樓之10,4.31,商,,,1081013,土地2建物1車位0,十三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,980123,49,1,1,1,有,有,13500000,275510,,0,0,含增建或未登記建物。；,RPRQMLOKJIOFFDA08CA,25.55,1.86,5.44,,
南港區,房地(土地+建物),臺北市南港區成福路２０６巷２號五樓,30.2,住,,,1081008,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,120.58,3,2,2,有,無,10000000,82932,,0,0,親友、員工或其他特殊關係間之交易。；,RPWPMLNKJIOFFDA38CA,102.4,0,18.18,,
信義區,房地(土地+建物),臺北市信義區忠孝東路五段７９０巷６９號三樓,24.75,住,,,1081005,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670525,82.58,3,2,2,有,無,11000000,133204,,0,0,含增建或未登記建物。；,RPQQMLNKJIOFFDA87CA,75.43,0,7.15,,
松山區,房地(土地+建物),臺北市松山區敦化北路341號4樓,33,其他,,,1080629,土地1建物2車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,721224,255.97,4,3,2,有,有,69800000,272688,,0,0,含增建或未登記建物。；,RPRQMLNKJIOFFDA97CA,189.14,0,32.82,,
信義區,房地(土地+建物),臺北市信義區吳興街600巷72弄2號5樓,25.99,住,,,1080923,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760205,108.39,3,2,2,有,無,12800000,118092,,0,0,含增建或未登記建物。；,RPSQMLNKJIOFFDA08CA,76.24,0,10.26,,
信義區,房地(土地+建物),臺北市信義區逸仙路４２巷１號３樓之３,7.76,住,,,1081001,土地2建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,850504,32.84,1,1,1,有,有,10800000,328867,,0,0,,RPXPMLMLJIOFFDA48CA,19.02,1.16,4.97,,
松山區,房地(土地+建物),臺北市松山區民生東路四段８０巷３弄５號二樓,45.47,住,,,1080630,土地1建物1車位0,三層，二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780525,145.08,3,2,2,有,無,28880000,199063,,0,0,,RPWNMLKKKIOFFDA97CA,116.76,2.88,12.81,,
松山區,房地(土地+建物),臺北市松山區新中街６巷９號五樓之１,12.8,住,,,1081012,土地5建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680103,61.99,2,2,1,有,有,15300000,246814,,0,0,,RPXNMLKKKIOFFDA08CA,44.05,0,7.88,,
士林區,房地(土地+建物),臺北市士林區雨聲街５１號三樓,29.4,住,,,1080819,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670517,78.05,3,2,1,有,無,10000000,128123,,0,0,親友、員工或其他特殊關係間之交易。；,RPWOMLKLJIOFFEA18CA,71.93,0,6.12,,
士林區,房地(土地+建物),臺北市士林區承德路四段４０巷４９號,14.3,住,,,1081029,土地1建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,,35.53,0,0,0,無,有,6900000,194202,,0,0,,RPQNMLLLJIOFFEA57CA,33.56,0,1.97,,
北投區,房地(土地+建物),臺北市北投區西安街2段275巷10號,74.68,住,,,1080903,土地1建物1車位0,一層，地下一層,四層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,950104,220.14,1,2,2,有,無,38000000,172617,,0,0,,RPQPMLLLJIOFFEA77CA,148.07,0,7.46,,
北投區,房地(土地+建物),臺北市北投區珠海路２６號七樓之３,8.23,商,,,1081017,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,861219,65.83,2,1,1,有,有,11000000,167097,,0,0,,RPQQMLOKJIOFFEA08CA,41.23,0,5.34,,
北投區,房地(土地+建物),臺北市北投區大同街２１６號五樓,12.6,住,,,1081008,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661121,61,2,1,1,有,無,5500000,90164,,0,0,含增建或未登記建物。；,RPWNMLSKJIOFFEA78CA,50.7,0,10.3,,
士林區,房地(土地+建物),臺北市士林區至誠路二段43之1號,33.03,住,,,1081012,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710719,107.69,3,2,2,有,無,22880000,212462,,0,0,含增建或未登記建物。；,RPWNMLOKJIOFFEA38CA,87.18,9.31,0,,
士林區,房地(土地+建物),臺北市士林區社中街298巷4弄28號2樓,30,住,,,1081011,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670104,81.66,3,2,1,有,無,8680000,106294,,0,0,含增建或未登記建物。；,RPXNMLOKJIOFFEA48CA,72.34,0,9.32,,
士林區,房地(土地+建物),臺北市士林區中山北路六段450巷20號3樓,45.43,住,,,1081014,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660209,114.74,3,2,2,有,無,15800000,137703,,0,0,含增建或未登記建物。；,RPPNMLPKJIOFFEA77CA,94.55,0,20.19,,
士林區,房地(土地+建物),臺北市士林區忠誠路二段21巷69弄2號,22.5,住,,,1080903,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620705,47.99,3,1,1,有,無,9000000,187539,,0,0,,RPWNMLQLJIOFFEA68CA,47.99,0,0,,
北投區,房地(土地+建物),臺北市北投區泉源路２８號地下,125.46,住,,,1081030,土地2建物1車位0,地下層,七層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,700424,521.81,3,2,4,有,有,52000000,99653,,0,0,,RPROMLRLKIOFFEA48CA,407.61,0,0,,
北投區,房地(土地+建物),臺北市北投區吉利街127巷5號3樓之3,6.98,商,,,1081020,土地1建物1車位0,三層,十層,其他,見其他登記事項,鋼筋混凝土造,971111,44.15,0,0,0,無,有,8200000,185730,,0,0,含增建或未登記建物。；,RPWNMLSJJHPFFEA68CA,25.63,1.1,2.41,,
大安區,房地(土地+建物),臺北市大安區仁愛路四段４１３之１號十三樓,15.78,其他,,,1080916,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227,128.91,3,2,2,有,有,35000000,271507,,0,0,,RPUNMLQJKIOFFFA48CA,92.31,0,17.02,,
大安區,房地(土地+建物),臺北市大安區仁愛路四段１１２巷１１號,4.45,商,,,1081017,土地12建物2車位0,一層，三層，四層，五層，六層，陽台，屋頂突出物，地下層,六層,其他,,鋼筋混凝土造,,32.57,0,0,0,無,無,5800000,178078,,0,0,增值稅另由買方負擔,RPPOMLNJKIOFFFA77CA,32.57,0,0,,
大安區,房地(土地+建物),臺北市大安區和平東路二段１７５巷５８號五樓,20.02,住,,,1081016,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740522,105.13,3,2,2,有,無,28900000,274898,,0,0,,RPROMLPJKIOFFFA18CA,85.09,0,9.74,,
大安區,房地(土地+建物),臺北市大安區龍泉街13號四樓,42.25,住,,,1080929,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,,106.08,3,2,2,有,無,15705750,148056,,0,0,親友、員工或其他特殊關係間之交易。；,RPOOMLKMKIOFFFA67CA,106.08,0,0,,
大安區,房地(土地+建物),臺北市大安區復興南路二段148巷7之1號,21.6,住,,,1080922,土地3建物1車位0,一層，平台,六層,店面(店鋪),住家用,鋼筋混凝土造,,105.34,3,2,1,有,有,25800000,244921,,0,0,含增建或未登記建物。；,RPQOMLNKJIOFFFA87CA,105.34,0,0,,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段181巷35弄29號2樓,36.92,住,,,1081014,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760806,138.13,4,2,2,有,有,27300000,197640,,0,0,含增建或未登記建物。；,RPVNMLOKJIOFFFA38CA,111.64,1.7,13.09,,
大安區,房地(土地+建物),臺北市大安區敦化南路2段46號7樓之1,5.81,其他,,,1081025,土地1建物1車位0,七層，陽台,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,,54.3,1,1,1,有,有,15000000,276243,,0,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPSNMLKLJIOFFFA77CA,40.27,0,0,,
文山區,房地(土地+建物),臺北市文山區新光路一段７６之１號４樓,29.25,住,,,1081004,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,77.32,3,1,1,有,無,7020000,90792,,0,0,含增建或未登記建物。,RPVOMLQLJIOFFAA38DA,64.18,0,13.14,,
文山區,房地(土地+建物),臺北市文山區羅斯福路五段２２５之１號,17.21,商,,,1081008,土地5建物1車位0,一層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,731006,107.92,2,2,2,有,有,19800000,183469,,0,0,含增建或未登記建物。,RPPNMLOLJIOFFAA47DA,84.97,9.68,0,,
